,degree,betweenness,eigenvector,closeness,pagerank
6291,0.0009349539201282222,0.00073603060195709,0.019691620636967954,0.35901985230651196,0.00022901005220621527
6303,0.0005342593829304127,2.2243867150401432e-05,0.011458845177280557,0.34068984346559883,0.0001295817269964185
6305,0.00026712969146520634,0.0,0.010571441607252867,0.3482649548795237,7.989464200109172e-05
6413,0.0005342593829304127,0.0,0.02034806178927586,0.3580583452893352,0.0001341602044802874
6419,0.0014692133030586349,0.0012320681713663783,0.03887495517400215,0.38938007073018516,0.00035641725272844346
6424,0.0022706023774542537,0.003259588200616373,0.047505285013153445,0.39059891485809684,0.0005525185687647801
6429,0.0009349539201282222,0.0002518930221907331,0.02491976392255728,0.3661482785602504,0.00021638364256972665
6535,0.0005342593829304127,6.7851323082824545e-06,0.011979367414050542,0.34950051349080385,0.00014566789039375155
6547,0.0004006945371978095,0.0,0.006823940531747969,0.34151347899466317,0.00010562361906175333
6581,0.0005342593829304127,0.0,0.011053845668686979,0.34645997223507635,0.00014092951499002762
6773,0.0018699078402564444,0.0,0.044751620622560495,0.35025261976047906,0.0003779493106818698
6792,0.00026712969146520634,0.0,0.006466082638191451,0.3396697214408856,7.62503204921783e-05
6954,0.0004006945371978095,3.9940818109387595e-05,0.01517544451855585,0.3579214074003251,0.00011213580182932288
7072,0.00026712969146520634,0.0,0.007501219367385967,0.33705487777427634,6.898649762252173e-05
7198,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
7256,0.00026712969146520634,0.0,0.007330519634793757,0.33755635707844905,7.079554669274648e-05
7358,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
7482,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
3470,0.0018699078402564444,0.0,0.044751620622560495,0.35025261976047906,0.0003779493106818698
3471,0.0018699078402564444,0.0,0.044751620622560495,0.35025261976047906,0.0003779493106818698
6674,0.0006678242286630158,6.611175127138096e-06,0.016971630438859922,0.3522631034158276,0.00016466436297521298
6733,0.000801389074395619,0.0008257237886190493,0.022683981119479814,0.37414422067862674,0.00021604107550684065
6750,0.0010685187658608254,0.00047288362896337835,0.027348634343862626,0.3733233607579157,0.0002603702137094334
6756,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
6769,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
6777,0.0012020836115934285,0.000486134978456049,0.02507803802340431,0.36353483855304686,0.00028275387071289383
6800,0.0009349539201282222,0.0002806239071470435,0.0208878934451901,0.36372910998834046,0.0002397475591590294
6914,0.0025377320689194604,0.00033151651642647956,0.05170042649397882,0.35879618536445107,0.0005247935899553241
6978,0.0006678242286630158,0.000291859099205812,0.02125118357101386,0.3664170704252924,0.00016624677563020342
7018,0.0013356484573260317,0.000435282797941972,0.02296076560689252,0.35566006365493325,0.0003247115126544434
7158,0.00026712969146520634,0.0,0.005992935429702852,0.33888561987959986,7.442908968008336e-05
7197,0.0020034726859890477,1.4751735494350307e-05,0.04546227594520311,0.3504821645913304,0.0004043007361304936
7212,0.00026712969146520634,0.0,0.006466082638191451,0.3396697214408856,7.62503204921783e-05
7226,0.0005342593829304127,0.00014541244121047504,0.020986062970387964,0.3686905993007337,0.00014604649401879304
7242,0.00026712969146520634,0.0,0.007995328356766777,0.34427737159148386,7.437489431863923e-05
7280,0.000801389074395619,4.8016983850672626e-05,0.017043574797113867,0.3534604853177226,0.00019893442730627343
7328,0.00013356484573260317,0.0,0.004760823155420756,0.33690320838770643,4.598394981162159e-05
7346,0.0004006945371978095,0.0,0.007929613424617758,0.33787625795387877,0.00010283164194167848
7347,0.00026712969146520634,0.0,0.007330519634793757,0.33755635707844905,7.079554669274648e-05
7378,0.0021370375317216507,0.0007612497021828474,0.05358442132816789,0.3695094265126838,0.0004477240050696475
7131,0.0037398156805128887,0.003017145766380488,0.043364194354280176,0.3696736285982324,0.0008359974332226564
7135,0.0034726859890476824,0.00548376564414585,0.04604396708915931,0.3830059341109065,0.0008059482919160877
4327,0.0018699078402564444,0.0,0.044751620622560495,0.35025261976047906,0.0003779493106818698
3310,0.005342593829304127,0.009881677476369678,0.06263704576811313,0.3970619431480696,0.001218175329005144
3469,0.0018699078402564444,0.0,0.044751620622560495,0.35025261976047906,0.0003779493106818698
3472,0.0018699078402564444,0.0,0.044751620622560495,0.35025261976047906,0.0003779493106818698
5450,0.0018699078402564444,0.0,0.044751620622560495,0.35025261976047906,0.0003779493106818698
2,0.00026712969146520634,0.0,0.002488780838214423,0.28921852667361997,8.980537736127746e-05
3,0.00026712969146520634,0.0,0.002488780838214423,0.28921852667361997,8.980537736127746e-05
4,0.0004006945371978095,0.0,0.003200875597084826,0.29568342482524385,0.00013120486567239545
76,0.0004006945371978095,0.0,0.0034210783638913547,0.3008881565727605,0.00012577540753257323
99,0.000801389074395619,0.0003812865127110747,0.0083518897271097,0.3213028924555832,0.00022947589714213788
143,0.0006678242286630158,0.000960001788415397,0.006204937584858252,0.3142893124003022,0.0002012835266185703
144,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
145,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
146,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
147,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
148,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
149,0.00026712969146520634,8.483316316214335e-05,0.004360362559594276,0.3099052113084151,8.610965445456884e-05
150,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
151,0.00026712969146520634,0.0,0.0023384054601870772,0.2942656133317612,8.529767391263329e-05
152,0.00026712969146520634,2.1423646776750275e-05,0.0020406457212828947,0.2956483967777602,8.469786431324641e-05
153,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
154,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
155,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
156,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
157,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
158,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
160,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
161,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
162,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
163,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
164,0.0004006945371978095,0.00018156844335510635,0.0044358721957505065,0.30228520671834624,0.00011587863361892399
165,0.0004006945371978095,0.0,0.003239364878071922,0.29992388735328285,0.00011703321948218406
166,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
167,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
168,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
169,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
170,0.00026712969146520634,0.0,0.0023384054601870772,0.2942656133317612,8.529767391263329e-05
171,0.00026712969146520634,0.0,0.0023384054601870772,0.2942656133317612,8.529767391263329e-05
172,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
173,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
174,0.00026712969146520634,0.0,0.0023384054601870772,0.2942656133317612,8.529767391263329e-05
175,0.00026712969146520634,0.00016014479657835593,0.003428981328182581,0.29667934696465365,8.752297089232198e-05
176,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
177,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
178,0.0004006945371978095,0.00018253712934643043,0.00473363193465469,0.306041530412034,0.00011647844321831087
179,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
180,0.00026712969146520634,2.1423646776750275e-05,0.0020406457212828947,0.2956483967777602,8.469786431324641e-05
181,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
182,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
183,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
184,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
185,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
186,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
187,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
188,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
189,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
190,0.00026712969146520634,0.00011634876644162786,0.00426826005506099,0.30371993022595434,8.473314609366202e-05
191,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
192,0.00013356484573260317,0.0,0.001033754853714969,0.278970116998286,5.634220158664438e-05
